Week Ending Date,State,Average Expected Count,Observed Number
2021-01-09,Tennessee,1626,2427
2021-01-09,Texas,4390,6974
2021-01-09,United States,60974,87069
2021-01-09,Utah,404,533
2021-01-09,Vermont,123,108
2021-01-09,Virginia,1487,2025
2021-01-09,Washington,1224,1427
2021-01-09,West Virginia,478,722
2021-01-09,Wisconsin,1144,1378
2021-01-09,Wyoming,92,127
2021-01-16,Alabama,1143,1835
2021-01-16,Alaska,88,130
2021-01-16,Arizona,1335,2467
2021-01-16,Arkansas,688,964
2021-01-16,California,5928,11585
2021-01-16,Colorado,853,1007
2021-01-16,Connecticut,675,865
2021-01-16,Delaware,216,288
2021-01-16,District of Columbia,141,172
2021-01-16,Florida,4480,5921
2021-01-16,Georgia,1835,3095
2021-01-16,Hawaii,247,247
2021-01-16,Idaho,313,341
2021-01-16,Illinois,2274,2734
2021-01-16,Indiana,1456,1914
2021-01-16,Iowa,657,754
2021-01-16,Kansas,570,787
2021-01-16,Kentucky,1058,1399
2021-01-16,Louisiana,977,1409
2021-01-16,Maine,298,362
2021-01-16,Maryland,1102,1427
2021-01-16,Massachusetts,1263,1558
2021-01-16,Michigan,2073,2396
2021-01-16,Minnesota,957,1079
2021-01-16,Mississippi,655,1059
2021-01-16,Missouri,1419,1790
2021-01-16,Montana,210,253
2021-01-16,Nebraska,359,391
2021-01-16,Nevada,577,847
2021-01-16,New Hampshire,273,357
2021-01-16,New Jersey,1645,2164
2021-01-16,New Mexico,410,539
2021-01-16,New York,3283,4668
2021-01-16,North Carolina,2077,3025
2021-01-16,North Dakota,145,153
2021-01-16,Ohio,2724,3578
2021-01-16,Oklahoma,871,1306
2021-01-16,Oregon,753,889
2021-01-16,Pennsylvania,2941,3890
2021-01-16,Puerto Rico,657,655
2021-01-16,Rhode Island,220,295
2021-01-16,South Carolina,1093,1640
2021-01-16,South Dakota,169,188
2021-01-16,Tennessee,1632,2306
2021-01-16,Texas,4424,7208
2021-01-16,United States,61366,87428
2021-01-16,Utah,409,484
2021-01-16,Vermont,123,149
2021-01-16,Virginia,1497,2069
2021-01-16,Washington,1230,1394
2021-01-16,West Virginia,480,682
2021-01-16,Wisconsin,1143,1258
2021-01-16,Wyoming,93,110
2021-01-23,Alabama,1144,1791
2021-01-23,Alaska,87,97
2021-01-23,Arizona,1347,2405
2021-01-23,Arkansas,689,984
2021-01-23,California,5965,10415
2021-01-23,Colorado,854,985
2021-01-23,Connecticut,677,856
2021-01-23,Delaware,217,284
2021-01-23,District of Columbia,140,164
2021-01-23,Florida,4535,5662
2021-01-23,Georgia,1833,2952
2021-01-23,Hawaii,246,205
2021-01-23,Idaho,313,339
2021-01-23,Illinois,2281,2609
2021-01-23,Indiana,1469,1794
2021-01-23,Iowa,663,747
2021-01-23,Kansas,570,675
2021-01-23,Kentucky,1062,1322
2021-01-23,Louisiana,977,1365
2021-01-23,Maine,297,335
2021-01-23,Maryland,1102,1364
2021-01-23,Massachusetts,1276,1529
2021-01-23,Michigan,2084,2345
2021-01-23,Minnesota,962,948
2021-01-23,Mississippi,656,1025
2021-01-23,Missouri,1427,1728
2021-01-23,Montana,208,247
2021-01-23,Nebraska,361,407
2021-01-23,Nevada,578,824
2021-01-23,New Hampshire,273,296
2021-01-23,New Jersey,1658,1990
2021-01-23,New Mexico,412,535
2021-01-23,New York,3295,4540
2021-01-23,North Carolina,2093,2938
2021-01-23,North Dakota,144,140
2021-01-23,Ohio,2734,3285
2021-01-23,Oklahoma,874,1310
2021-01-23,Oregon,756,855
2021-01-23,Pennsylvania,2955,3849
2021-01-23,Puerto Rico,655,652
2021-01-23,Rhode Island,221,309
2021-01-23,South Carolina,1097,1699
2021-01-23,South Dakota,169,191
2021-01-23,Tennessee,1636,2289
2021-01-23,Texas,4450,6998
2021-01-23,United States,61649,83676
2021-01-23,Utah,412,497
2021-01-23,Vermont,122,124
2021-01-23,Virginia,1505,2128
2021-01-23,Washington,1233,1305
2021-01-23,West Virginia,481,608
2021-01-23,Wisconsin,1149,1276
2021-01-23,Wyoming,93,111
2021-01-30,Alabama,1141,1637
2021-01-30,Alaska,87,92
2021-01-30,Arizona,1364,2082
2021-01-30,Arkansas,687,873
2021-01-30,California,5966,9597
2021-01-30,Colorado,853,932
2021-01-30,Connecticut,679,822
2021-01-30,Delaware,216,265
2021-01-30,District of Columbia,140,181
2021-01-30,Florida,4577,5490
2021-01-30,Georgia,1834,2764
2021-01-30,Hawaii,246,228
2021-01-30,Idaho,313,284
2021-01-30,Illinois,2283,2585
2021-01-30,Indiana,1469,1624
2021-01-30,Iowa,663,645
2021-01-30,Kansas,570,690
2021-01-30,Kentucky,1062,1260
2021-01-30,Louisiana,978,1253
2021-01-30,Maine,296,356
2021-01-30,Maryland,1107,1321
2021-01-30,Massachusetts,1288,1571
2021-01-30,Michigan,2091,2190
2021-01-30,Minnesota,967,924
2021-01-30,Mississippi,654,921
2021-01-30,Missouri,1431,1619
2021-01-30,Montana,207,199
2021-01-30,Nebraska,363,378
2021-01-30,Nevada,577,782
2021-01-30,New Hampshire,275,272
2021-01-30,New Jersey,1661,2007
2021-01-30,New Mexico,413,485
2021-01-30,New York,3313,4443
2021-01-30,North Carolina,2096,2934
2021-01-30,North Dakota,145,147
2021-01-30,Ohio,2743,3126
2021-01-30,Oklahoma,875,1171
2021-01-30,Oregon,759,836
2021-01-30,Pennsylvania,2964,3591
2021-01-30,Puerto Rico,653,681
2021-01-30,Rhode Island,221,264
2021-01-30,South Carolina,1101,1582
2021-01-30,South Dakota,169,204
2021-01-30,Tennessee,1637,2083
2021-01-30,Texas,4465,6641
2021-01-30,United States,61828,79192
2021-01-30,Utah,410,502
2021-01-30,Vermont,122,114
2021-01-30,Virginia,1511,1962
2021-01-30,Washington,1236,1331
2021-01-30,West Virginia,479,622
2021-01-30,Wisconsin,1156,1192
2021-01-30,Wyoming,94,118
2021-02-06,Alabama,1142,1509
2021-02-06,Alaska,87,87
2021-02-06,Arizona,1372,1995
2021-02-06,Arkansas,680,865
2021-02-06,California,5960,8777
2021-02-06,Colorado,854,931
2021-02-06,Connecticut,678,777
2021-02-06,Delaware,216,262
2021-02-06,District of Columbia,140,164
2021-02-06,Florida,4614,5569
2021-02-06,Georgia,1834,2715
2021-02-06,Hawaii,247,237
2021-02-06,Idaho,314,327
2021-02-06,Illinois,2277,2562
2021-02-06,Indiana,1467,1607
2021-02-06,Iowa,667,648
2021-02-06,Kansas,570,681
2021-02-06,Kentucky,1056,1172
2021-02-06,Louisiana,977,1202
2021-02-06,Maine,299,302
2021-02-06,Maryland,1112,1272
2021-02-06,Massachusetts,1295,1504
2021-02-06,Michigan,2087,2290
2021-02-06,Minnesota,965,983
2021-02-06,Mississippi,654,867
2021-02-06,Missouri,1434,1527
2021-02-06,Montana,207,216
2021-02-06,Nebraska,364,364
2021-02-06,Nevada,580,721
2021-02-06,New Hampshire,274,289
2021-02-06,New Jersey,1662,2033
2021-02-06,New Mexico,419,476
2021-02-06,New York,3314,4394
2021-02-06,North Carolina,2096,2657
2021-02-06,North Dakota,145,157
2021-02-06,Ohio,2736,3109
2021-02-06,Oklahoma,874,1054
2021-02-06,Oregon,760,836
2021-02-06,Pennsylvania,2970,3394
2021-02-06,Puerto Rico,647,620
2021-02-06,Rhode Island,221,269
2021-02-06,South Carolina,1105,1501
2021-02-06,South Dakota,168,189
2021-02-06,Tennessee,1631,1952
2021-02-06,Texas,4463,6247
2021-02-06,United States,61846,76501
2021-02-06,Utah,411,466
2021-02-06,Vermont,122,137
2021-02-06,Virginia,1513,2004
2021-02-06,Washington,1233,1346
2021-02-06,West Virginia,476,589
2021-02-06,Wisconsin,1152,1157
2021-02-06,Wyoming,95,112
2021-02-13,Alabama,1132,1432
2021-02-13,Alaska,86,93
2021-02-13,Arizona,1366,1740
2021-02-13,Arkansas,675,803
2021-02-13,California,5909,7864
2021-02-13,Colorado,858,833
2021-02-13,Connecticut,678,728
2021-02-13,Delaware,217,234
2021-02-13,District of Columbia,138,153
2021-02-13,Florida,4617,5459
2021-02-13,Georgia,1830,2384
2021-02-13,Hawaii,243,265
2021-02-13,Idaho,314,305
2021-02-13,Illinois,2275,2476
2021-02-13,Indiana,1466,1512
2021-02-13,Iowa,662,611
2021-02-13,Kansas,570,583
2021-02-13,Kentucky,1052,1169
2021-02-13,Louisiana,972,1165
2021-02-13,Maine,299,327
2021-02-13,Maryland,1107,1295
2021-02-13,Massachusetts,1296,1363
2021-02-13,Michigan,2089,2080
2021-02-13,Minnesota,959,914
2021-02-13,Mississippi,651,792
2021-02-13,Missouri,1433,1429
2021-02-13,Montana,207,222
2021-02-13,Nebraska,360,341
2021-02-13,Nevada,577,702
2021-02-13,New Hampshire,274,258
2021-02-13,New Jersey,1665,1865
2021-02-13,New Mexico,417,475
2021-02-13,New York,3306,4128
2021-02-13,North Carolina,2095,2533
2021-02-13,North Dakota,146,119
2021-02-13,Ohio,2731,2947
2021-02-13,Oklahoma,858,986
2021-02-13,Oregon,756,792
2021-02-13,Pennsylvania,2963,3236
2021-02-13,Puerto Rico,644,646
2021-02-13,Rhode Island,221,249
2021-02-13,South Carolina,1094,1368
2021-02-13,South Dakota,169,181
2021-02-13,Tennessee,1627,1774
2021-02-13,Texas,4416,5896
2021-02-13,United States,61683,71514
2021-02-13,Utah,413,450
2021-02-13,Vermont,123,127
2021-02-13,Virginia,1516,1800
2021-02-13,Washington,1232,1236
2021-02-13,West Virginia,476,574
2021-02-13,Wisconsin,1151,1144
2021-02-13,Wyoming,96,102
2021-02-20,Alabama,1124,1332
2021-02-20,Alaska,85,88
2021-02-20,Arizona,1367,1553
2021-02-20,Arkansas,672,772
2021-02-20,California,5832,7019
2021-02-20,Colorado,855,894
2021-02-20,Connecticut,677,681
2021-02-20,Delaware,219,205
2021-02-20,District of Columbia,141,167
2021-02-20,Florida,4633,5119
2021-02-20,Georgia,1826,2283
2021-02-20,Hawaii,244,251
2021-02-20,Idaho,314,298
2021-02-20,Illinois,2246,2439
2021-02-20,Indiana,1463,1467
2021-02-20,Iowa,657,656
2021-02-20,Kansas,570,588
2021-02-20,Kentucky,1044,1143
2021-02-20,Louisiana,973,1162
2021-02-20,Maine,302,289
2021-02-20,Maryland,1107,1170
2021-02-20,Massachusetts,1301,1342
2021-02-20,Michigan,2090,2100
2021-02-20,Minnesota,949,904
2021-02-20,Mississippi,648,808
2021-02-20,Missouri,1423,1514
2021-02-20,Montana,206,211
2021-02-20,Nebraska,361,328
2021-02-20,Nevada,572,639
2021-02-20,New Hampshire,273,264
2021-02-20,New Jersey,1658,1826
2021-02-20,New Mexico,420,441
2021-02-20,New York,3304,4015
2021-02-20,North Carolina,2096,2439
2021-02-20,North Dakota,147,131
2021-02-20,Ohio,2706,2848
2021-02-20,Oklahoma,849,1013
2021-02-20,Oregon,748,814
2021-02-20,Pennsylvania,2953,3121
2021-02-20,Puerto Rico,636,644
2021-02-20,Rhode Island,220,222
2021-02-20,South Carolina,1094,1253
2021-02-20,South Dakota,169,166
2021-02-20,Tennessee,1624,1795
2021-02-20,Texas,4402,6413
2021-02-20,United States,61435,69506
2021-02-20,Utah,411,427
2021-02-20,Vermont,122,153
2021-02-20,Virginia,1509,1739
2021-02-20,Washington,1225,1254
2021-02-20,West Virginia,477,514
2021-02-20,Wisconsin,1151,1126
2021-02-20,Wyoming,97,110
2021-02-27,Alabama,1119,1315
2021-02-27,Alaska,85,93
2021-02-27,Arizona,1372,1517
2021-02-27,Arkansas,663,789
2021-02-27,California,5740,6725
2021-02-27,Colorado,851,871
2021-02-27,Connecticut,675,673
2021-02-27,Delaware,217,213
2021-02-27,District of Columbia,139,144
2021-02-27,Florida,4610,4894
2021-02-27,Georgia,1810,2107
2021-02-27,Hawaii,242,262
2021-02-27,Idaho,312,302
2021-02-27,Illinois,2236,2333
2021-02-27,Indiana,1438,1439
2021-02-27,Iowa,651,585
2021-02-27,Kansas,564,596
2021-02-27,Kentucky,1037,1113
2021-02-27,Louisiana,972,1107
2021-02-27,Maine,304,280
2021-02-27,Maryland,1098,1176
2021-02-27,Massachusetts,1295,1269
2021-02-27,Michigan,2077,2062
2021-02-27,Minnesota,944,968
2021-02-27,Mississippi,645,845
2021-02-27,Missouri,1411,1403
2021-02-27,Montana,207,224
2021-02-27,Nebraska,359,318
2021-02-27,Nevada,566,667
2021-02-27,New Hampshire,273,244
2021-02-27,New Jersey,1648,1797
2021-02-27,New Mexico,418,463
2021-02-27,New York,3269,3907
2021-02-27,North Carolina,2071,2234
2021-02-27,North Dakota,149,162
2021-02-27,Ohio,2696,2778
2021-02-27,Oklahoma,841,924
2021-02-27,Oregon,739,800
2021-02-27,Pennsylvania,2925,2894
2021-02-27,Puerto Rico,626,628
2021-02-27,Rhode Island,218,226
2021-02-27,South Carolina,1082,1239
2021-02-27,South Dakota,171,180
2021-02-27,Tennessee,1601,1756
2021-02-27,Texas,4377,5659
2021-02-27,United States,61100,66728
2021-02-27,Utah,407,379
2021-02-27,Vermont,120,154
2021-02-27,Virginia,1500,1711
2021-02-27,Washington,1218,1233
2021-02-27,West Virginia,476,492
2021-02-27,Wisconsin,1146,1104
2021-02-27,Wyoming,97,102
2021-03-06,Alabama,1110,1162
2021-03-06,Alaska,85,97
2021-03-06,Arizona,1367,1495
2021-03-06,Arkansas,656,742
2021-03-06,California,5703,6450
2021-03-06,Colorado,846,866
2021-03-06,Connecticut,672,642
2021-03-06,Delaware,215,217
2021-03-06,District of Columbia,137,134
2021-03-06,Florida,4567,4819
2021-03-06,Georgia,1800,1939
2021-03-06,Hawaii,241,231
2021-03-06,Idaho,308,307
2021-03-06,Illinois,2214,2178
2021-03-06,Indiana,1426,1415
2021-03-06,Iowa,646,618
2021-03-06,Kansas,552,553
2021-03-06,Kentucky,1021,1075
2021-03-06,Louisiana,970,1077
2021-03-06,Maine,306,327
2021-03-06,Maryland,1089,1146
2021-03-06,Massachusetts,1294,1220
2021-03-06,Michigan,2061,2022
2021-03-06,Minnesota,945,931
2021-03-06,Mississippi,636,719
2021-03-06,Missouri,1403,1366
2021-03-06,Montana,205,190
2021-03-06,Nebraska,358,354
2021-03-06,Nevada,562,558
2021-03-06,New Hampshire,270,246
2021-03-06,New Jersey,1633,1715
2021-03-06,New Mexico,418,453
2021-03-06,New York,3250,3642
2021-03-06,North Carolina,2053,2144
2021-03-06,North Dakota,149,154
2021-03-06,Ohio,2674,2572
2021-03-06,Oklahoma,832,882
2021-03-06,Oregon,739,793
2021-03-06,Pennsylvania,2906,2769
2021-03-06,Puerto Rico,618,628
2021-03-06,Rhode Island,217,227
2021-03-06,South Carolina,1064,1195
2021-03-06,South Dakota,170,168
2021-03-06,Tennessee,1582,1661
2021-03-06,Texas,4351,5191
2021-03-06,United States,60471,63684
2021-03-06,Utah,407,415
2021-03-06,Vermont,120,108
2021-03-06,Virginia,1482,1590
2021-03-06,Washington,1206,1243
2021-03-06,West Virginia,476,505
2021-03-06,Wisconsin,1144,1075
2021-03-06,Wyoming,98,86
2021-03-13,Alabama,1105,1189
2021-03-13,Alaska,84,86
2021-03-13,Arizona,1350,1412
2021-03-13,Arkansas,655,718
2021-03-13,California,5653,6218
2021-03-13,Colorado,843,842
2021-03-13,Connecticut,668,645
2021-03-13,Delaware,213,204
2021-03-13,District of Columbia,136,125
2021-03-13,Florida,4530,4635
2021-03-13,Georgia,1773,1991
2021-03-13,Hawaii,237,253
2021-03-13,Idaho,306,310
2021-03-13,Illinois,2200,2107
2021-03-13,Indiana,1413,1378
2021-03-13,Iowa,637,558
2021-03-13,Kansas,543,528
2021-03-13,Kentucky,1015,1137
2021-03-13,Louisiana,966,1053
2021-03-13,Maine,304,284
2021-03-13,Maryland,1080,1096
2021-03-13,Massachusetts,1284,1213
2021-03-13,Michigan,2050,1866
2021-03-13,Minnesota,941,865
2021-03-13,Mississippi,632,751
2021-03-13,Missouri,1385,1314
2021-03-13,Montana,207,199
2021-03-13,Nebraska,352,318
2021-03-13,Nevada,558,606
2021-03-13,New Hampshire,272,238
2021-03-13,New Jersey,1619,1585
2021-03-13,New Mexico,412,409
2021-03-13,New York,3230,3598
2021-03-13,North Carolina,2029,2051
2021-03-13,North Dakota,149,135
2021-03-13,Ohio,2659,2550
2021-03-13,Oklahoma,826,842
2021-03-13,Oregon,731,779
2021-03-13,Pennsylvania,2882,2712
2021-03-13,Puerto Rico,609,612
2021-03-13,Rhode Island,219,240
2021-03-13,South Carolina,1060,1169
2021-03-13,South Dakota,170,185
2021-03-13,Tennessee,1571,1603
2021-03-13,Texas,4297,4925
2021-03-13,United States,60092,61873
2021-03-13,Utah,409,411
2021-03-13,Vermont,119,153
2021-03-13,Virginia,1469,1549
2021-03-13,Washington,1194,1193
2021-03-13,West Virginia,473,487
2021-03-13,Wisconsin,1136,1054
2021-03-13,Wyoming,97,104
2021-03-20,Alabama,1104,1060
2021-03-20,Alaska,84,101
2021-03-20,Arizona,1336,1391
2021-03-20,Arkansas,654,644
2021-03-20,California,5581,5993
2021-03-20,Colorado,837,897
2021-03-20,Connecticut,666,641
2021-03-20,Delaware,210,228
2021-03-20,District of Columbia,137,145
2021-03-20,Florida,4509,4584
2021-03-20,Georgia,1766,1917
2021-03-20,Hawaii,237,234
2021-03-20,Idaho,304,292
2021-03-20,Illinois,2186,2119
2021-03-20,Indiana,1395,1305
2021-03-20,Iowa,633,504
2021-03-20,Kansas,541,507
2021-03-20,Kentucky,1010,1024
2021-03-20,Louisiana,955,1008
2021-03-20,Maine,303,246
2021-03-20,Maryland,1073,1143
2021-03-20,Massachusetts,1278,1202
2021-03-20,Michigan,2039,2014
2021-03-20,Minnesota,934,864
2021-03-20,Mississippi,628,675
2021-03-20,Missouri,1372,1253
2021-03-20,Montana,206,222
2021-03-20,Nebraska,349,327
2021-03-20,Nevada,556,594
2021-03-20,New Hampshire,272,231
2021-03-20,New Jersey,1601,1673
2021-03-20,New Mexico,409,449
2021-03-20,New York,3200,3481
2021-03-20,North Carolina,1983,2029
2021-03-20,North Dakota,147,142
2021-03-20,Ohio,2640,2408
2021-03-20,Oklahoma,818,773
2021-03-20,Oregon,728,825
2021-03-20,Pennsylvania,2851,2837
2021-03-20,Puerto Rico,597,626
2021-03-20,Rhode Island,218,209
2021-03-20,South Carolina,1052,1053
2021-03-20,South Dakota,167,155
2021-03-20,Tennessee,1564,1578
2021-03-20,Texas,4285,4612
2021-03-20,United States,59377,60364
2021-03-20,Utah,402,396
2021-03-20,Vermont,118,104
2021-03-20,Virginia,1458,1523
2021-03-20,Washington,1177,1166
2021-03-20,West Virginia,470,506
2021-03-20,Wisconsin,1126,996
2021-03-20,Wyoming,95,84
2021-03-27,Alabama,1086,1191
2021-03-27,Alaska,84,93
2021-03-27,Arizona,1321,1288
2021-03-27,Arkansas,652,699
2021-03-27,California,5525,5799
2021-03-27,Colorado,831,884
2021-03-27,Connecticut,658,661
2021-03-27,Delaware,208,206
2021-03-27,District of Columbia,135,135
2021-03-27,Florida,4485,4731
2021-03-27,Georgia,1753,1883
2021-03-27,Hawaii,235,241
2021-03-27,Idaho,302,300
2021-03-27,Illinois,2173,2128
2021-03-27,Indiana,1380,1299
2021-03-27,Iowa,628,563
2021-03-27,Kansas,536,522
2021-03-27,Kentucky,1000,1033
2021-03-27,Louisiana,946,1025
2021-03-27,Maine,304,265
2021-03-27,Maryland,1065,1114
2021-03-27,Massachusetts,1266,1169
2021-03-27,Michigan,2030,2092
2021-03-27,Minnesota,926,862
2021-03-27,Mississippi,623,671
2021-03-27,Missouri,1363,1397
2021-03-27,Montana,205,205
2021-03-27,Nebraska,350,333
2021-03-27,Nevada,550,553
2021-03-27,New Hampshire,269,245
2021-03-27,New Jersey,1579,1624
2021-03-27,New Mexico,407,443
2021-03-27,New York,3175,3559
2021-03-27,North Carolina,1982,2032
2021-03-27,North Dakota,146,144
2021-03-27,Ohio,2621,2491
2021-03-27,Oklahoma,817,828
2021-03-27,Oregon,728,803
2021-03-27,Pennsylvania,2823,2719
2021-03-27,Puerto Rico,583,628
2021-03-27,Rhode Island,219,208
2021-03-27,South Carolina,1047,1102
2021-03-27,South Dakota,166,167
2021-03-27,Tennessee,1551,1653
2021-03-27,Texas,4253,4565
2021-03-27,United States,59079,60803
2021-03-27,Utah,400,391
2021-03-27,Vermont,116,99
2021-03-27,Virginia,1447,1531
2021-03-27,Washington,1175,1211
2021-03-27,West Virginia,467,510
2021-03-27,Wisconsin,1111,1027
2021-03-27,Wyoming,94,109
2021-04-03,Alabama,1080,1107
2021-04-03,Alaska,85,89
2021-04-03,Arizona,1297,1346
2021-04-03,Arkansas,650,601
2021-04-03,California,5442,5758
2021-04-03,Colorado,827,837
2021-04-03,Connecticut,653,610
2021-04-03,Delaware,207,160
2021-04-03,District of Columbia,133,126
2021-04-03,Florida,4454,4478
2021-04-03,Georgia,1745,1755
2021-04-03,Hawaii,237,250
2021-04-03,Idaho,300,322
2021-04-03,Illinois,2145,2179
2021-04-03,Indiana,1370,1278
2021-04-03,Iowa,621,572
2021-04-03,Kansas,533,522
2021-04-03,Kentucky,991,988
2021-04-03,Louisiana,944,992
2021-04-03,Maine,302,309
2021-04-03,Maryland,1048,1062
2021-04-03,Massachusetts,1256,1121
2021-04-03,Michigan,2006,2052
2021-04-03,Minnesota,921,871
2021-04-03,Mississippi,623,650
2021-04-03,Missouri,1346,1289
2021-04-03,Montana,204,168
2021-04-03,Nebraska,349,329
2021-04-03,Nevada,545,574
2021-04-03,New Hampshire,267,215
2021-04-03,New Jersey,1573,1586
2021-04-03,New Mexico,404,445
2021-04-03,New York,3139,3378
2021-04-03,North Carolina,1975,1947
2021-04-03,North Dakota,146,139
2021-04-03,Ohio,2591,2394
2021-04-03,Oklahoma,805,787
2021-04-03,Oregon,725,810
2021-04-03,Pennsylvania,2783,2648
2021-04-03,Puerto Rico,576,595
2021-04-03,Rhode Island,216,194
2021-04-03,South Carolina,1035,999
2021-04-03,South Dakota,164,153
2021-04-03,Tennessee,1543,1568
2021-04-03,Texas,4218,4429
2021-04-03,United States,58651,58693
2021-04-03,Utah,396,403
2021-04-03,Vermont,115,102
2021-04-03,Virginia,1434,1371
2021-04-03,Washington,1168,1181
2021-04-03,West Virginia,464,482
2021-04-03,Wisconsin,1103,981
2021-04-03,Wyoming,94,86
2021-04-10,Alabama,1068,1209
2021-04-10,Alaska,85,102
2021-04-10,Arizona,1283,1274
2021-04-10,Arkansas,650,693
2021-04-10,California,5382,5430
2021-04-10,Colorado,818,802
2021-04-10,Connecticut,645,576
2021-04-10,Delaware,203,190
2021-04-10,District of Columbia,129,158
2021-04-10,Florida,4397,4698
2021-04-10,Georgia,1738,1946
2021-04-10,Hawaii,237,249
2021-04-10,Idaho,300,342
2021-04-10,Illinois,2121,2231
2021-04-10,Indiana,1355,1374
2021-04-10,Iowa,611,626
2021-04-10,Kansas,526,507
2021-04-10,Kentucky,981,1070
2021-04-10,Louisiana,940,971
2021-04-10,Maine,302,287
2021-04-10,Maryland,1033,1159
2021-04-10,Massachusetts,1243,1115
2021-04-10,Michigan,1984,2334
2021-04-10,Minnesota,908,873
2021-04-10,Mississippi,619,662
2021-04-10,Missouri,1328,1397
2021-04-10,Montana,202,204
2021-04-10,Nebraska,346,323
2021-04-10,Nevada,540,543
2021-04-10,New Hampshire,263,230
2021-04-10,New Jersey,1553,1676
2021-04-10,New Mexico,398,423
2021-04-10,New York,3105,3441
2021-04-10,North Carolina,1944,2114
2021-04-10,North Dakota,145,135
2021-04-10,Ohio,2562,2550
2021-04-10,Oklahoma,800,832
2021-04-10,Oregon,723,781
2021-04-10,Pennsylvania,2753,2795
2021-04-10,Puerto Rico,573,591
2021-04-10,Rhode Island,213,216
2021-04-10,South Carolina,1023,1131
2021-04-10,South Dakota,163,143
2021-04-10,Tennessee,1528,1693
2021-04-10,Texas,4170,4572
2021-04-10,United States,58015,60988
2021-04-10,Utah,394,379
2021-04-10,Vermont,114,105
2021-04-10,Virginia,1420,1574
2021-04-10,Washington,1162,1213
2021-04-10,West Virginia,460,487
2021-04-10,Wisconsin,1088,1062
2021-04-10,Wyoming,93,91
2021-04-17,Alabama,1062,1169
2021-04-17,Alaska,85,95
2021-04-17,Arizona,1268,1319
2021-04-17,Arkansas,642,610
2021-04-17,California,5324,5355
2021-04-17,Colorado,811,867
2021-04-17,Connecticut,641,606
2021-04-17,Delaware,201,207
2021-04-17,District of Columbia,130,121
2021-04-17,Florida,4343,4643
2021-04-17,Georgia,1725,1879
2021-04-17,Hawaii,234,217
2021-04-17,Idaho,300,278
2021-04-17,Illinois,2094,2107
2021-04-17,Indiana,1338,1395
2021-04-17,Iowa,603,571
2021-04-17,Kansas,520,496
2021-04-17,Kentucky,975,1047
2021-04-17,Louisiana,934,974
2021-04-17,Maine,301,307
2021-04-17,Maryland,1027,1036
2021-04-17,Massachusetts,1231,1139
2021-04-17,Michigan,1962,2278
2021-04-17,Minnesota,898,893
2021-04-17,Mississippi,610,654
2021-04-17,Missouri,1315,1308
2021-04-17,Montana,200,232
2021-04-17,Nebraska,343,363
2021-04-17,Nevada,536,535
2021-04-17,New Hampshire,258,225
2021-04-17,New Jersey,1533,1584
2021-04-17,New Mexico,391,439
2021-04-17,New York,3080,3197
2021-04-17,North Carolina,1923,1995
2021-04-17,North Dakota,145,145
2021-04-17,Ohio,2530,2411
2021-04-17,Oklahoma,793,782
2021-04-17,Oregon,720,739
2021-04-17,Pennsylvania,2729,2867
2021-04-17,Puerto Rico,568,650
2021-04-17,Rhode Island,212,190
2021-04-17,South Carolina,1013,1099
2021-04-17,South Dakota,162,174
2021-04-17,Tennessee,1512,1615
2021-04-17,Texas,4139,4298
2021-04-17,United States,57491,59170
2021-04-17,Utah,392,370
2021-04-17,Vermont,112,134
2021-04-17,Virginia,1406,1432
2021-04-17,Washington,1145,1202
2021-04-17,West Virginia,455,508
2021-04-17,Wisconsin,1081,987
2021-04-17,Wyoming,93,76
2021-04-24,Alabama,1054,1107
2021-04-24,Alaska,85,84
2021-04-24,Arizona,1254,1250
2021-04-24,Arkansas,641,659
2021-04-24,California,5263,5365
2021-04-24,Colorado,805,833
2021-04-24,Connecticut,635,605
2021-04-24,Delaware,199,209
2021-04-24,District of Columbia,127,127
2021-04-24,Florida,4296,4716
2021-04-24,Georgia,1714,1891
2021-04-24,Hawaii,233,253
2021-04-24,Idaho,298,281
2021-04-24,Illinois,2075,2221
2021-04-24,Indiana,1322,1285
2021-04-24,Iowa,596,612
2021-04-24,Kansas,514,529
2021-04-24,Kentucky,966,1033
2021-04-24,Louisiana,931,1001
2021-04-24,Maine,300,290
2021-04-24,Maryland,1020,1103
2021-04-24,Massachusetts,1219,1102
2021-04-24,Michigan,1945,2406
2021-04-24,Minnesota,887,934
2021-04-24,Mississippi,608,667
2021-04-24,Missouri,1304,1308
2021-04-24,Montana,199,205
2021-04-24,Nebraska,341,328
2021-04-24,Nevada,534,577
2021-04-24,New Hampshire,257,254
2021-04-24,New Jersey,1517,1661
2021-04-24,New Mexico,385,414
2021-04-24,New York,3049,3299
2021-04-24,North Carolina,1902,2033
2021-04-24,North Dakota,143,126
2021-04-24,Ohio,2510,2571
2021-04-24,Oklahoma,779,786
2021-04-24,Oregon,714,789
2021-04-24,Pennsylvania,2688,2816
2021-04-24,Puerto Rico,568,691
2021-04-24,Rhode Island,209,202
2021-04-24,South Carolina,1008,1067
2021-04-24,South Dakota,159,169
2021-04-24,Tennessee,1505,1670
2021-04-24,Texas,4107,4561
2021-04-24,United States,57007,60238
2021-04-24,Utah,393,391
2021-04-24,Vermont,112,113
2021-04-24,Virginia,1394,1487
2021-04-24,Washington,1142,1209
2021-04-24,West Virginia,454,471
2021-04-24,Wisconsin,1071,1070
2021-04-24,Wyoming,92,98
2021-05-01,Alabama,1051,1192
